business_name,business_address,city,state,zip_code,business_contact,email,website,approval_date,objectid
PACIFICO FORD INC,6701 ESSINGTON AVE ,PHILADELPHIA,PA,19153,J BYRNE,JBYRNE@PACIFICOCARS.COM,WWW.PACIFICOCARS.COM,2025-08-01 04:00:00+00,288
P AGNES INC,2101 PENROSE AVENUE ,PHILADELPHIA,PA,19145,PATRICK S. PASQUARIE,PPASQUARIELLO@PAGNES.COM,,2025-08-01 04:00:00+00,286
PALMER WATERPROOFING INC,2175 BENNET ROAD ,PHILADELPHIA,PA,19116,Joette Ruk,joette@palmerinc.net,,2025-12-10 05:00:00+00,289
PANNULLA CONSTRUCTION CO INC,454-456 CONARROE STREET SUITE 1,PHILADELPHIA,PA,19128,JOE PANNULLA,PANNULLACONSTRUCTION@COMCAST.NET,,2025-08-01 04:00:00+00,290
Paradise Pillow inc.,2207 W GLENWOOD AVE ,PHILADELPHIA,PA,19132,FREDDY HALFON,TONIA@PARADISEPILLOW.COM,,2025-08-01 04:00:00+00,291
"Paramount Electrical Services, LLC",6500 EASTWICK AVE ,Philadelphia,PA,19142,Richard Swipes,rich@paramountelectricalservices.com,,2025-08-01 04:00:00+00,292
Paramount Key Consulting LLC,1947 S Cecil St ,Philadelphia,PA,19143,Nadia Saidu-Kamara,saidukamaran@yahoo.com,,2025-08-28 04:00:00+00,293
Paul's Building Maintenance,1800 JFK BLVD SUITE 300,PHILADELPHIA,PA,19103,PAUL LEE,PAUL@PAULSBUILDING.COM,,2025-08-01 04:00:00+00,294
PELHAM ADVISORS,303 PELHAM ROAD ,PHILADELPHIA,PA,19119,BRIAN ABERNATHY,BRIAN@PELHAMADVISORS.COM,,2026-03-10 04:00:00+00,295
Pennoni Associates Inc.,1900 MARKET ST SUITE 300,PHILADElPHIA,PA,19103,MARK T. CELONI,MCELONI@PENNONI.COM,,2025-08-01 04:00:00+00,297
Penn Power Group,8330 State Road ,Philadelphia,PA,19136,Alan Ulch,rfq@pennpowergroup.com,,2026-02-04 05:00:00+00,296
"PERCEPTIONS UNLIMITED, LLC",6344 GREENE STREET ,PHILADELPHIA,PA,19144,ROCHELLE PETERSON-ANSARI,INFO@PERCEPTIONUNLTD.COM,,2025-07-22 04:00:00+00,298
PERMIT PHILLY LLC,"100 S JUNIPER ST, 3RD FLOOR ",PHILADELPHIA,PA,19107,ERIC BRETT MADSEN,BRETT@PERMITPHILLY.COM,,2025-08-01 04:00:00+00,299
Personal Care Home C & G Medical Clinic,4104 N 12TH STREET ,PHILADELPHIA,PA,19140,TRACEY JOHNSON,ADMIN@PERSONALCAREHOMECG.NET,,2025-07-22 04:00:00+00,300
PETRONGOLO CONTRACTORS INC,2120 HOMESTEAD STREET ,PHILADELPHIA,PA,19145,RONALD P PETRONGOLO,RPP129@COMCAST.NET,,2025-08-01 04:00:00+00,301
PHILADELPHIA ARTS IN EDUCATION PARTNERSHIP,440 N. BROAD ST 3RD FLOOR PORTAL A,PHILADELPHIA,PA,19130,PEARL SCHAEFFER,PSCHAEFFER@PAEP.NET,,2025-08-19 04:00:00+00,302
PHILADELPHIA CATERING COMPANY,2019 SOUTH 26TH STREET ,PHILADELPHIA,PA,19145,ALAN DECECCO,ALAN@PHILADELPHIACATERING.COM,WWW.PHILADELPHIACATERING.COM,2025-08-01 04:00:00+00,303
"Philip Pio Construction, Inc.",3227 S 76th St ,PHILADELPHIA,PA,19153,PHILIP PIO,BEVPIO@PIOCONSTRUCTION.COM,,2025-08-01 04:00:00+00,304
PHILLY FOODWORKS LLC,1978 W HUNTING PARK AVE ,PHILADELPHIA,PA,19140,MILKA LOPEZ,MILKA@PHILLYFOODWORKS.COM,,2025-08-22 04:00:00+00,305
PHOENIX ENERGY GROUP INC D/B/A CARDINAL USA FUEL OIL,4985 LANCASTER AVENUE ,PHILADELPHIA,PA,19131,ED MCCULLEY,EMCCULLEY@AOL.COM,WWW.CARDINALUSA.COM,2025-08-20 04:00:00+00,306
PHRESH PRINTS INK,2825 N 22nd Street ,Philadelphia,PA,19132,Nasir Yard,ppigraphic@gmail.com,,2025-08-01 04:00:00+00,307
PILL BUG CONSTRUCTION LLC,1918 PEMBERTON STREET ,PHILADELPHIA,PA,19146,ANTONIO CERQUEIRA,ANTONIO@PILLBUGCONSTRUCTION.COM,,2025-07-22 04:00:00+00,308
Pixel Parlor,2424 E York Street 222,PHILADELPHIA,PA,19125,Jenn Richey Nicholas,jenn@pixelparlor.com,,2026-01-15 05:00:00+00,309
PMICHAEL BOONE FOUNDATION,532 MIDVALE AVE ,PHILADELPHIA,PA,19144,PRENTICE M BOONE,HAUTEBARBERINC@GMAIL.COM,,2025-12-10 05:00:00+00,310
Pomerantz Acquisition Corp,123 S. Broad Street Suite 1260,Philadelphia,PA,19109,JEAN NORTH,inquiries@pomerantz.com,,2024-06-06 04:00:00+00,311
POP THE PIXEL,437 E SLOCUM STREET ,PHILADELPHIA,PA,19119,ADAM LYONS,ADAM@POPTHEPIXEL.COM,,2025-10-15 04:00:00+00,312
"PORT ARCHITECTURE AND URBANISM, LLC",53 W. JACKSON BLVD. SUITE 830,CHICAGO,IL,60604,ANDREW MODDRELL,MODDRELL@PORTURBANISM.COM,,2025-08-12 04:00:00+00,313
"POU AND PARTNERS, LLC","604 SOUTH WASHINGTON SQUARE, SUITE 606 ",PHILADELPHIA,PA,19106,TRACY POU,TRACY@POUANDPARTNERS.COM,,2025-12-10 05:00:00+00,314
PREFFERRED AUTOMOTIVE SPECIALISTS INC,6300 OXFORD AVENUE ,PHILADELPHIA,PA,19111,JOSEPH M PALERMO,PAS@PREFERRED-AUTO.NET,,2025-08-01 04:00:00+00,315
"PREMIUM ELECTRICAL SOLUTIONS, LLC",3155 WEYMOUTH STREET ,PHILADELPHIA,PA,19134,BRYHEEM BERRY,PESPHILLY@GMAIL.COM,,2026-01-15 05:00:00+00,316
PURPLE GLOVES CLEANING COMPANY,526 E SANGER STREET ,PHILADELPHIA,PA,19120,SIERRA WALKER,PURPLEGLOVESCC@GMAIL.COM,,2025-12-10 05:00:00+00,317
PZS Architects,4141 Station St Suite 107B,Philadelphia,PA,19127,Glenn Giddings,ggiddings@pzsarchitects.com,,2025-08-19 04:00:00+00,318
Q&L ELECTRIC LLC,4517 PENNYPACK STREET ,PHILADELPHIA,PA,19136,EDWARD QUIROZ,QL.ELECTRIC7@GMAIL.COM,,2025-05-13 04:00:00+00,319
QUANTUM INC.,240 SOUTH 9TH STREET ,PHILADELPHIA,PA,19107,JEAN WANG,JWANG@QUANTUMTRANSLATIONS.COM,,2025-12-10 05:00:00+00,320
"RAMLA BENAISSA ARCHITECTS, LLC","130 S 18TH STREET, UNIT 1303 ",PHILADELPHIA,PA,19103,RAMLA BENAISSA,RB@RAMLA-BENAISSA.COM,,2026-01-15 05:00:00+00,321
RAMOS & ASSOCIATES INC,300 DOMINO LANE ,PHILADELPHIA,PA,19128,JOSE L RAMOS,RAMOSASSOC@AOL.COM,,2025-08-01 04:00:00+00,322
RDS CONTRACTING GROUP INC,4719 MELON ST. ,PHILA.,PA,19139,RAYMOND SMITH,RAYBYRAY@AOL.COM,,2025-08-19 04:00:00+00,323
REBUILDING TOGETHER PHILADELPHIA,3001 STOKLEY STREET ,PHILADELPHIA,PA,19129,BRANDON ALCORN,BALCORN@REBUILDINGPHILLY.ORG,,2026-02-04 05:00:00+00,325
REFORMA ENVIRONMENTAL,407 Cross Street ,PHILADELPHIA,PA,19147,MARC CHARTIER,MARC@REFORMAENV.COM,,2025-05-13 04:00:00+00,326
REGENT HYDRAULIC & MACHINE WORKS,4051 CRESSON STREET ,PHILADELPHIA,PA,19127,BILL WHITLOCK,SALES@REGENTHYDRAULIC.COM,,2025-08-01 04:00:00+00,327
REIFY SOLUTIONS (THOUGHTPHIL),"2001 Market Street, Suite 2500 ",PHILADELPHIA,PA,19103,DR. SHANE D NELSON,SHANE@REIFYPHL.COM,,2026-02-04 05:00:00+00,328
Re:Vision Architecture,133 GRAPE ST ,PHILADELPHIA,PA,19127,BRIAN OLIVER,OLIVER@REVISIONARCH.COM,,2025-08-01 04:00:00+00,324
Riverside Materials Inc.,2870 E ALLEGHENY AVENUE ,PHILADELPHIA,PA,19134,SHARON RAFFO,SHARONR@RIVERSIDEMAT.COM,,2025-08-01 04:00:00+00,329
"ROCKITDATA, LLC",1 SOUTH BROAD STREET STE 2270,PHILADELPHIA,PA,19107,ERNIE DISANDRO,ROCK@ROCKITDATA.COM,,2024-11-18 05:00:00+00,330
"RODRIGUEZ CONSULTING, LLC",100 W. Oxford Street Suite E-3100,PHILADELPHIA,PA,19122,LOUIS RODRIGUEZ,LOU@RODRIGUEZCONSULTING.BIZ,,2025-08-01 04:00:00+00,331
ROMA CONCRETE INC,3225 S. 76TH ST ,PHILADELPHIA,PA,19153,SUSAN LITWIN,SUSAN@ROMACONCRETEINC.COM,,2025-08-01 04:00:00+00,332
Roofscapes Inc DBA Studio Sustena,4537 Wayne Avenue Suite 201,Philadelphia,PA,19144,Laura Hansplant,lhansplant@studio-sustena.com,,2025-12-10 05:00:00+00,333
ROSALES COMMUNICATIONS,510 CARPENTER LANE ,PHILADELPHIA,PA,19119,PERCY ROSALES,PERCY@ROSALESC.COM,,2024-12-17 05:00:00+00,334
ROUNDBALL EDUCATION INC.,212 S 42ND STREET 3R ,PHILADELPHIA,PA,19104,RONALD RAVENELL,ROUNDBALLEDUCATION13@GMAIL.COM,,2025-10-15 04:00:00+00,335
"RUE ELECTRIC, INC.",4936 NATIONAL STREET ,PHILADELPHIA,PA,19135,JOHN RUE,RUEELECTRIC@AOL.COM,,2025-12-10 05:00:00+00,336
RUGGIERO PLANTE LAND DESIGN,5900 Ridge Avenue ,Philadelphia,PA,19128,Cesira Ruggiero,cesira@ruggieroplante.com,,2025-05-13 04:00:00+00,337
SAFETEST SOLUTIONS,301 N 63RD STREET ,PHILADELPHIA,PA,19139,"SHACKEAL JOHNSON, CEO",SHACKEAL@SAFETESTSOLUTIONS.COM,,2025-10-15 04:00:00+00,338
SAGE SERVICES LLC,"15 W Highland Avenue, Suite H ",Philadelphia,PA,19118,Molly Hesson,molly.hesson@sageservicesh2o.com,,2026-03-10 04:00:00+00,339
Sanders D2R LLC,4606 OAKLAND ST ,PHILADELPHIA,PA,19124,STEVIE SANDERS,S.SANDERS215@HOTMAIL.COM,,2025-08-22 04:00:00+00,340
SANKOFA HEALING STUDIO,302 W SCHOOL HOUSE LANE ,PHILADELPHIA,PA,19144,JACQUI JOHNSON,therapy@sankofahealingstudio.org,,2025-12-10 05:00:00+00,341
SAY/DO Strategies,115 E Roumfort Rd Unit 12,Philadelphia,PA,19119,Melody N Wright,melodyw@saydostrategies.com,,2026-03-10 04:00:00+00,342
"Scotlandyard Security Services, Inc.",2243 W. ALLEGHENY AVENUE 2ND FLOOR,PHILADELPHIA,PA,19140,OMAR WILSON,OMAR.WILSON@SCOTLANDYARD-SECURITY.COM,WWW.SCOTLANDYARD-SECURITY.COM,2025-01-23 05:00:00+00,343
SEAMLESS LLC,5725 Knox St ,PHILADELPHIA,PA,19144,KHALIEF EVANS,khaliefevans@seamlesspros.com,,2025-08-01 04:00:00+00,344
"SERAVALLI, INC.",10059 SANDMEYER LANE ,PHILADELPHIA,PA,19116,CHARLES SERAVALLI,CHARLES.SERAVALLI@SERAVALLI.COM,,2025-08-01 04:00:00+00,345
Serving Modestly LLC,"1500 Chestnut street, STE #2631",PHILADELPHIA,PA,19102,Kellie Knights,info@servingmodestly.com,,2025-12-10 05:00:00+00,346
"SEVEN KNOTS PRODUCTIONS, LLC",3580 INDIAN QUEEN LANE ,PHILADELPHIA,PA,19129,TIM HARRIS,TIM@SEVENKNOTSFILMS.COM,,2025-08-19 04:00:00+00,347
SHANDS CLEANING CO. LLC,1716 SOUTH DOVER STREET ,PHILADELPHIA,PA,19145,ALONZO SHANDS,SHANDSCLEANINGCOMPANY@GMAIL.COM,,2025-08-01 04:00:00+00,348
SHELLY ELECTRIC CO INC,1126 CALLOWHILL STREET ,PHILADELPHIA,PA,19123,BRUCE D SHELLY,BSHELLY@SHELLYELECTRIC.COM,,2025-08-01 04:00:00+00,349
SHIFT SPACE DESIGN,3060 W JEFFERSON STREET ,PHILADELPHIA,PA,19121,MARIO GENTILE,MGENTILE@SHIFTSPACEDESIGN.COM,,2025-08-01 04:00:00+00,350
SHORT CIRCUIT ELECTRICAL LLC,2213 S COLORADO STREET ,PHILADELPHIA,PA,19145,BESNIK SHEFA,BESNIKSHEFA@GMAIL.COM,,2025-12-10 05:00:00+00,351
SIDWAY CONSULTANTS INC,7006 Elmwood Ave Suite 1,PHILADELPHIA,PA,19142,STANLEY I DIKE SR,INFO@SIDWAYCONSULTANTS.COM,,2025-08-01 04:00:00+00,352
SIRIUS CONTRACTING GROUP LLC,815 E HAINES STREET ,PHILADELPHIA,PA,19138,ALANA BRIDGES,SIRIUSCONTRACTINGGROUP@GMAIL.COM,,2025-08-06 04:00:00+00,353
"SITIO, LLC",2104 Market Street Suite 300,Philadelphia,PA,19103,Antonio Fiol-Silva,afs@SITIOau.com,,2025-08-28 04:00:00+00,354
SJ KAUFMAN LLC DBA CARLOS CARPET AND FLOORING,515 BAINBRIDGE ST ,PHILADELPHIA,PA,19147,SANJAY NAND,SANJAYNAND_2000@YAHOO.COM,,2025-08-19 04:00:00+00,355
SMALL TALK THERAPEUTIC SERVICES LLC,3502 SCOTTS LANE ,PHILADELPHIA,PA,19129,ALLISON MCDONALD,EARLYINTERVENTION@CLUBSMALLTALK.COM,,2025-12-10 05:00:00+00,356
"Smith Construction of Philadelphia, Inc",10400 Drummond Rd ,PHILADELPHIA,PA,19154,RENEE OHNTRUP,RMO@SMITHCONSTRUCTIONINC.COM,,2025-08-01 04:00:00+00,357
"Smokin' Sone's Fresh Grill, LLC",310 S 48th Street ,Philadelphia,PA,19143,Sonya R. Combs,smokinsone@gmail.com,,2025-08-28 04:00:00+00,358
SMP ARCHITECTS LTD,1600 WALNUT STREET 2ND FLOOR,PHILADELPHIA,PA,19103,TODD WOODWARD,TKW@SMPARCHITECTS.COM,,2025-08-01 04:00:00+00,359
Solar States,1500 N AMERICAN ST ,PHILADELPHIA,PA,19122,TODD BAYLSON,TODD@SOLAR-STATES.COM,,2025-08-01 04:00:00+00,360
"SOULGINEER, LLC","1500 CHESTNUT ST, SUITE 2 #1269 ",PHILADELPHIA,PA,19102,"MATHU DAVIS, PE",INFO@SOULGINEER.COM,,2025-08-28 04:00:00+00,361
SPIKES TROPHIES LTD,2701 Grant Avenue ,Philadelphia,PA,19114,Ted Westervelt,twestervelt@GoSpikes.com,,2025-08-22 04:00:00+00,362
SPRINGHOUSE CARPET AND UPHOLSTERY CLEANING CO.,4258 PARKSIDE AVE #3,PHILADELPHIA,PA,19104,GREGORY RUBIN,GREG@SPRINGHOUSECO.COM,www.springhouseco.com,2025-08-01 04:00:00+00,363
"Statera Coaching & Leadership Consulting, LLC",809 N 63RD ST UNIT 1,PHILADELPHIA,PA,19151,QUAISER ABDULLAH,BUSINESS@STATERACOACHING.COM,,2025-10-09 04:00:00+00,364
STEEGETHOMSON COMMUNICATIONS,230 S BROAD ST SUITE 200,PHILADELPHIA,PA,19102,Jill Wacker,ST@STEEGETHOMSON.COM,,2025-08-22 04:00:00+00,365
STELWAGON ROOFING SUPPLY INC,10096 SANDMEYER LANE ,PHILADELPHIA,PA,19116-3502,MAGGIE MCHALE,MHILL@STELWAGON.COM,www.stelwagon.com,2025-08-01 04:00:00+00,366
STIMULUS INC.,3675 MARKET ST. SUITE 200,PHILADELPHIA,PA,19106,"TIFFANIE STANARD,",TSTANARD@GETSTIMULUS.IO,,2025-08-20 04:00:00+00,367
STORMWATER SOLUTIONS LLC,5900 RIDGE AVE ,PHILADELPHIA,PA,19128,CESIRA RUGGIERO,CESIRA@STORMWATERSOLUTIONS.BIZ,,2025-08-01 04:00:00+00,368
STROTHER ENTERPRISES INC,100 S BROAD ST SUITE 2130,PHILADELPHIA,PA,19110,Michael S. Jackson,certification@strotherenterprises.com,,2025-08-22 04:00:00+00,369
STUDIO EDITION,1617 JFK BLVD SUITE 2039,PHILADELPHIA,PA,19103,MISA CHEN,MISA@MC-STUDIOEDITION.COM,,2025-08-01 04:00:00+00,370
SUPREME ARCHITECTS LLC,3421 RICHMOND STREET STE 101,PHILADELPHIA,PA,19134,MELISSA RAMOS,MRAMOS@SUPREMEARCHITECTSLLC.COM,,2025-08-19 04:00:00+00,371
"TALSON SOLUTIONS, LLC",41 N. 3RD ST ,PHILADELPHIA,PA,19106,ROBERT BRIGHT,INFO@TALSONSOLUTIONS.COM,,2025-10-09 04:00:00+00,373
T D P S MATERIALS,3870 N. 2ND STREET ,PHILADELPHIA,PA,19140,Greg Mullen,gregory.mullen@heidelbergmaterials.com,WWW.TDPSMATERIALS.COM,2025-08-19 04:00:00+00,372
TEACH LLC,903 N HANCOCK ST ,PHILADELPHIA,PA,19123,SARA MARINO,SARA@TEACHEACHSTUDENT.COM,,2024-12-17 05:00:00+00,374
Team Clean Inc.,104 N 63rd ST ,PHILADELPHIA,PA,19139,DONNA L. ALLIE,DALLIE@TEAM-CLEAN.COM,,2025-08-01 04:00:00+00,375
The Ballinger Co,"1650 ARCH STREET, 23RD FLOOR ",PHILADELPHIA,PA,19103,JASON GARWOOD,JGARWOOD@BALLINGER.COM,,2026-01-15 05:00:00+00,376
THE BOTTOM LINE INC.,4116 HOUGHTON STREET ,PHILADELPHIA,PA,19128,WALTER MOYER,WALTERMOYER@THEBOTTOMLINEINC.NET,,2025-10-15 04:00:00+00,377
The Business Route LLC,1119 PINE STREET SUITE 101,PHILADELPHIA,PA,19107,RAFAEL PEREZ,RAFAEL@THEBUSINESSROUTE.COM,,2025-08-01 04:00:00+00,378
"The Carlin Collaborative, LLC","1200 Intrepid Avenue, Suite 110 ",Philadelphia,PA,19112,Amanda Carlin,info@carlincollab.com,,2025-12-10 05:00:00+00,379
THE CECILIA GLOBAL GROUP,3000 CHESTNUT STREET #13224,PHILADELPHIA,PA,19101,CAROLYNNE SMITH,INFO@CECILIAGLOBALGROUP.COM,,2025-08-01 04:00:00+00,380
The Creative Group,440 S BROAD ST SUITE 1405,PHILADELPHIA,PA,19146,FRED STEIN,FSTEIN@CRE8IVEGRP.COM,,2025-08-01 04:00:00+00,381
The Jawn Inc d/b/a The 215 Guys,"151 North 3rd Street, 4th Floor",Philadelphia,Pa,19106,Jeremy Sanchez,hello@the215guys.com,,2025-12-10 05:00:00+00,382
"The Kimmel Group, Inc.",30 S 15TH ST 15TH FLOOR,PHILADELPHIA,PA,19102,LONNIE STANLEY,lonstanley@kimmelgroup.com,,2025-08-19 04:00:00+00,383
"THE LENSERF GROUP, INC",2 LOGAN SQUARE SUITE 300,PHILADELPHIA,PA,19103,FARNIA FRESNEL,INFO@LENSERFGROUP.COM,,2025-08-01 04:00:00+00,384
"THE LIGHTING PRACTICE, INC.",123 S Broad Street Suite 2320,Philadelphia,PA,19109,A.J. Flynn,ajflynn@thelightingpractice.com,,2025-08-01 04:00:00+00,385
THE MCS GROUP INC,1601 MARKET STREET SUITE 800,PHILADELPHIA,PA,19103,DAVID BEAN,DJBEAN@THEMCSGROUP.COM,WWW.THEMCSGROUP.COM,2025-01-27 05:00:00+00,386
THE SHEWARD PARTNERSHIP LLC,2300 CHESTNUT STREET 1ST FLOOR,PHILADELPHIA,PA,19103,DAVID SCHEUERMANN,DNS@TSPARCH.COM,WWW.THESHERWARDPARTNERSHIP.COM,2025-08-06 04:00:00+00,387
THOMAS P CARNEY INC,100 SOUTH BROAD STREET SUITE 1610,PHILADELPHIA,PA,19110,Soandra Hammons,shammons@thomaspcarney.com,,2025-08-19 04:00:00+00,388
TLR CONCEPTS LLC,6421 ARGYLE ST SUITE 2320,PHILADELPHIA,PA,19111,TOWANDA RECORD,TOWANDA@TLRCONCEPTS.COM,,2025-07-22 04:00:00+00,389
"TML Communications, LLC",1500 JFK Blvd SUITE 400,PHILADELPHIA,PA,19102,TERESA M LUNDY,TERESA@TMLFIRM.COM,,2025-08-12 04:00:00+00,390
"Torrado Construction Co., Inc.",3311-13 E. THOMPSON STREET ,PHILADELPHIA,PA,19134,LUIS TORRADO,LTORRADO@TORRADOCONSTRUCTION.COM,,2025-08-01 04:00:00+00,391
TOWNSCAPES INC,10087 SANDMEYER LANE ,PHILADELPHIA,PA,19116,MARK BACHMANN,MARKBACH36@COMCAST.NET,,2025-08-01 04:00:00+00,392
TRANS-PACIFIC ENGINEERING CORPORATION,"716 N BETHLEHEM PIKE, SUITE 301 ",Lower Gwynedd,PA,19002,"PHILIP CHIANG, P.E.",PCHIANG@TPECENG.COM,,2026-01-15 05:00:00+00,393
TRIPLE BOTTOM BREWING COMPANY,915 SPRING GARDEN STREET ,PHILADELPHIA,PA,19123,TESS HART,TESS@TRIPLEBOTTOMBREWING.COM,,2025-10-15 04:00:00+00,394
"TURNER PROFESSIONAL SERVICES, LLC",123 S BROAD STREET SUITE 1504 ,PHILADELPHIA,PA,19109,EDWARD TURNER,ETURNER@TURNERPROSERVICES.COM,,2026-01-29 05:00:00+00,395
UBG LLC,2400 GERMANTOWN AVE ,PHILADELPHIA,PA,19133,NADIA SVISHOV,NADIA@MYUBG.COM,,2026-03-10 04:00:00+00,398
Uniform Gear Inc,8063 WALKER STREET ,PHILADELPHIA,PA,19136,JAMIE Leigh,jamie@uniformgear.com,,2025-08-06 04:00:00+00,399
"UNION ROOFING CONTRACTOR'S, INC.",12260 TOWNSEND ROAD ,PHILADELPHIA,PA,19154,FRANK LUBISKY,UNIONROOFINGINC@GMAIL.COM,,2025-08-01 04:00:00+00,400
UNIPRO GROUP INC,7763 HASBROOK AVE ,PHILADELPHIA,PA,19111,CARISSA LIU,CWILLOW@UNIPROGROUP.BIZ,,2026-02-04 05:00:00+00,401
UNITAS ENGINEERING LLC,220 CECIL B MOORE AVE ,PHILADELPHIA,PA,19122,ANTHONY RODIO,ARODIO@UNITASENGINEERING.COM,,2025-12-10 05:00:00+00,402
Unlead-It Environmental,4719 MELON ST. ,PHILA.,PA,19139,RAYMOND SMITH,RAYBYRAY@AOL.COM,,2025-08-01 04:00:00+00,403
"URBAN ENGINEERS, INC",530 WALNUT STREET 14TH FLOOR,PHILADELPHIA,PA,19106,Jennifer Waters,jlwaters@urbanengineers.com,,2026-02-18 05:00:00+00,404
"URBAN RENEWAL BUILDERS, LLC",2451 FRANKFORD AVE ,PHILADELPHIA,PA,19125,LARRY MCKNIGHT,DKANE@RIVERWARDSGROUP.COM,,2025-10-15 04:00:00+00,405
USA Environmental Management Inc.,8436 ENTERPRISE AVENUE ,PHILADELPHIA,PA,19153,TRACY SMITH,TRACY_SMITH@USAEMI.COM,WWW.USAEMI.COM,2025-08-01 04:00:00+00,406
U.S CONSTRUCTION GROUP INC,"6100 Henry Ave, #5O ",PHILADELPHIA,PA,19128,Yaw Danso,ydanso@usconstructgroup.com,,2025-08-01 04:00:00+00,397
U S FACILITIES INC,30 N 41ST STREET ,PHILADELPHIA,PA,19104,JAMES R. DORRIS,JIM.DORRIS@USFACILITIES.COM,WWW.USFACILITIES.COM,2025-08-01 04:00:00+00,396
VIDEO CITY PRODUCTIONS LLC,329 S 20TH ST ,PHILADELPHIA,PA,19103,JONATHAN SHERMAN,INFO@VIDEOCITYINC.COM,,2024-06-06 04:00:00+00,407
VISUAL INFLUENCE TS DBA THE PLUG APPAREL CO,5304 W BERKS STREET ,PHILADELPHIA,PA,19131,JENEEN LOGAN,THEPLUGAPPARELCO2@GMAIL.COM,,2026-01-15 05:00:00+00,408
"Viva Environmental, Health, & Safety, LLC.",2201 S 3rd Street ,PHILADELPHIA,PA,19147,STEVEN VENA,SVENA@VIVAEHS.COM,,2025-08-19 04:00:00+00,409
"VSBA, LLC",116 Shurs Lane 3rd Floor,Philadelphia,Pa,19127,Jeremy Tenenbaum,tenenbaum@vsba.com,,2025-08-01 04:00:00+00,410
WATERWARE CORP,2502 EDGEMONT STREET ,PHILADELPHIA,PA,19125,STEPHEN BYRNES,STEVEB@WATERWARECORP.COM,,2025-08-20 04:00:00+00,412
"WEBCO Construction, LLC",2517 Moore Street ,PHILADELPHIA,PA,19145,ANTHONY WEBER,Anthony@webcoconstruction.com,,2025-08-28 04:00:00+00,414
Wendy Saltzman Media DBA Philly Power Media,1112 S 17TH ST ,PHILADELPHIA,PA,19146,WENDY SALTZMAN,WENDY@PHILLYPOWERMEDIA.COM,,2025-08-01 04:00:00+00,415
WE RISE BUSINESS SOLUTIONS,1318 W CLEARFIELD STREET ,PHILADELPHIA,PA,19132,CANDACE WRIGHT,INFO@WERISEBUSINESSSOLUTIONS.COM,,2025-12-10 05:00:00+00,413
"WOODCOCK DESIGN, INC.",1518 WALNUT STREET SUITE 1308,PHILADELPHIA,PA,19102,JANICE WOODCOCK,JWOODCOCK@WOODCOCK-DESIGN.COM,,2025-08-01 04:00:00+00,416
WULFF ARCHITECTS INC,1515 Locust St 2nd Floor,Philadelphia,PA,19102,Alisha Underwood,aunderwood@wulffarchitects.com,,2025-08-22 04:00:00+00,417
"WURD RADIO, LLC","1341 N DELAWARE AVE, SUITE300 ",PHILADELPHIA,PA,19125,KAREN MAYER,SUPPORT@WURDRADIO.COM,,2025-08-28 04:00:00+00,418
W. Wilson Goode. Jr.,2245 North 51st Street ,Philadelphia,PA,19131,"W. Wilson Goode, Jr.",wilsongoodejr@gmail.com,,2025-08-01 04:00:00+00,411
YANA MEDICAL LLC,1420 WISTAR DR ,PHILADELPHIA,PA,19132,MAURICE MYERS,ADMIN@YANAMEDICAL.ORG,,2026-01-15 05:00:00+00,419
YANILEX SYSTEMS LLC,1203 GILHAM STREET ,PHILADELPHIA,PA,19111,KEINO SALMON,gksalmon@yanilexsystems.com,,2025-03-11 04:00:00+00,420
"YOUR BEST CHOICE CONSTRUCTION, LLC",2447 DUNCAN STREET ,PHILADELPHIA,PA,19124,ROBERT W HUTTENLOCK,BONNY@BESTCHOICEPLUMBING.NET,,2025-10-15 04:00:00+00,421
